newStory*************************************
newScene0*************************************

1	او	PR	SBJ	5	يوسف§n-23957	نفر§n-13075	role	Arg0		1+||| ROLE	
14	قرآن	N	VPP	16	مصحف§n-1019	هست§n-12706	no	Arg3		||| %%%%
15	مجيد	ADJ	NPOSTMOD	14	null	null	no		14||| %%%%
16	آمده‌است	V	VCONJ	23	null	null	no		||| %%%%
17	و	CONJ	VCONJ	23	null	null	junk		||| %%%%
18	نيز	ADV	ADVRB	23	null	null	junk	ArgM_ADV		||| %%%%
19	سوره‌اي	N	SBJ	23	سوره§n-20384	خبر§n-12766	no	Arg1		||| %%%%
20	به	PREP	MOS	23	null	null	junk	Arg2		||| %%%%
21	نام	N	POSDEP	20	null	null	junk		||| %%%%
22	ايشان	PR	MOZ	21	حضرت نوح§n-23928	نفر§n-13075	role		2||| %%%%
23	مي‌باشد	V	PRD	8	بودن§v-9328	رخداد§n-13136	no		||| %%%%
24	.	PUNC	PUNC	7	null	null	junk		||| %%%%

1	او	PR	SBJ	5	حضرت نوح§n-23928	نفر§n-13075	role	Arg1	Arg1		-2||| %%%%
2	اولين	ADJ	NPREMOD	3	نخستين§a-1367	مشخصه§n-12756	role_state		3||| %%%%
3	پيامبر	N	MOS	5	رسول§n-15053	نفر§n-13075	role	Arg2	Arg1		||| %%%%
4	اولوالعزم	ADJ	NPOSTMOD	3	null	null	role_state		3||| %%%%
5	است	V	ROOT	0	null	null	junk		||| %%%%
6	که	SUBR	NCL	3	null	null	junk		||| %%%%
7	داراي	ADJ	MOS	12	غني§a-46	مشخصه§n-12756	no	Arg2		||| %%%%
8	شريعت	N	NEZ	7	شرع§n-19255	خصوصيت_رواني§n-12725	role_intent		1||| %%%%
9	و	CONJ	NCONJ	8	null	null	junk		||| %%%%
10	کتاب	N	NCONJ	8	کتاب§n-12758	شيء§n-12703	static_object		||| %%%%
11	مستقل	ADJ	NPOSTMOD	8	بي نياز§a-1573	مشخصه§n-12756	static_object_state		10||| %%%%
12	بوده	V	PREDEP	13	null	null	junk		||| %%%%
13	و	CONJ	VCONJ	19	null	null	junk		||| %%%%
14	نيز	ADV	ADVRB	19	null	null	junk	ArgM_ADV		||| %%%%
15	اولين	ADJ	NPREMOD	16	نخستين§a-1367	مشخصه§n-12756	role_state		16||| %%%%
16	پيامبر	N	MOS	19	رسول§n-15053	نفر§n-13075	role	Arg2		||| %%%%
17	بعداز	PREP	ADVRB	19	null	null	no	ArgM_TMP		||| %%%%
18	ادريس	N	POSDEP	17	null	null	role		||| %%%%
19	مي‌باشد	V	PRD	6	بودن§v-9328	رخداد§n-13136	no		||| %%%%
20	.	PUNC	PUNC	5	null	null	junk		||| %%%%

1	مرکز	N	SBJ	12	مرکز§n-14249	جا§n-12733	location	Arg1		||| %%%%
2	بعثت	N	MOZ	1	بعثت§n-19725	رخداد§n-13136	role_intent		5||| %%%%
3	و	CONJ	NCONJ	2	null	null	junk		||| %%%%
4	دعوت	N	NCONJ	2	دعوت§n-11510	خبر§n-12766	role_intent		5||| %%%%
5	او	PR	MOZ	2	حضرت نوح§n-23928	نفر§n-13075	role		--2||| %%%%
6	در	PREP	MOS	12	null	null	junk	Arg2		||| %%%%
7	شامات	N	MOS	12	null	null	location	Arg2		loc||| %%%%
8	و	CONJ	NCONJ	7	null	null	junk		||| %%%%
9	فلسطين	N	NCONJ	7	null	null	location		||| %%%%
10	و	CONJ	NCONJ	9	null	null	junk		||| %%%%
11	عراق	N	NCONJ	9	عراق§n-13668	جا§n-12733	location		||| %%%%
12	بوده‌است	V	ROOT	0	بودن§v-9328	رخداد§n-13136	no		||| %%%%
13	.	PUNC	PUNC	12	null	null	junk		||| %%%%

1	مردم	N	SBJ	13	عوام§n-13222	گروه§n-12753	role	Arg1		||| %%%%
2	عصر	N	MOZ	1	دوره§n-12681	دوره_زماني§n-12603	time		||| %%%%
3	ش	PR	MOZ	2	حضرت نوح§n-23928	نفر§n-13075	role		---2||| %%%%
4	غرق	ADJ	MOS	13	غرق§n-16157	مشخصه§n-12756	role_state	Arg2		1||| %%%%
5	در	PREP	AJPP	4	null	null	junk		||| %%%%
6	بت‌پرستي	N	AJPP	4	بت‌پرستي§n-20270	رخداد§n-13136	role_state		1||| %%%%
7	،	PUNC	PUNC	6	null	null	junk		||| %%%%
8	خرافات	N	NCONJ	6	null	null	role_state		1||| %%%%
9	،	PUNC	PUNC	8	null	null	junk		||| %%%%
10	فساد	N	NCONJ	8	رذالت§n-12518	رخداد§n-13136	role_state		1||| %%%%
11	و	CONJ	NCONJ	10	null	null	junk		||| %%%%
12	بيهوده‌گرايي	N	NCONJ	10	null	null	role_state		1||| %%%%
13	بودند	V	ROOT	0	null	null	junk		||| %%%%
14	.	PUNC	PUNC	13	null	null	junk		||| %%%%

1	آن‌ها	PR	SBJ	8	مردم§n-13215	گروه§n-12753	role	Arg1	Arg1		-1||| %%%%
2	به‌قدري	ADV	ADVRB	8	null	null	no	ArgM_EXT		||| %%%%
3	در	PREP	NPP	7	null	null	junk	Arg3		||| %%%%
4	عقيده	N	NPP	7	تصميم§n-11378	خصوصيت_رواني§n-12725	role_intent	Arg3		1||| %%%%
5	آلوده	ADJ	NPOSTMOD	4	لجن‌آلود§a-249	مشخصه§n-12756	role_state		1||| %%%%
6	خود	PR	MOZ	4	عوام§n-13222	گروه§n-12753	role		-1||| %%%%
7	ايستادگي	N	NVE	8	پايداري§n-10732	رخداد§n-13136	role_state		1||| %%%%
8	داشتند	V	ROOT	0	null	null	junk		||| %%%%
9	که	SUBR	AVCL	2	null	null	junk		||| %%%%
10	حاضر	ADJ	MOS	11	null	null	junk	Arg2		||| %%%%
11	بودند	V	PRD	9	null	null	junk		||| %%%%
12	بميرند	V	VCONJ	19	فوت نمودن§v-9406	رخداد§n-13136	no		||| %%%%
13	ولي	CONJ	VCONJ	19	null	null	junk		||| %%%%
14	از	PREP	VPP	19	null	null	junk	Arg3		||| %%%%
15	عقيده	N	VPP	19	تصميم§n-11378	خصوصيت_رواني§n-12725	role_intent	Arg3		17||| %%%%
16	سخيف	ADJ	NPOSTMOD	15	زننده§a-31	مشخصه§n-12756	role_state		17||| %%%%
17	خود	PR	MOZ	15	عوام§n-13222	گروه§n-12753	role		-1||| %%%%
18	دست	N	NVE	19	يد§n-13538	رابطه§n-13628	no		||| %%%%
19	بر‌ندارند	V	VCL	11	منصرف شدن§v-8543	رخداد§n-13136	no		||| %%%%
20	.	PUNC	PUNC	19	null	null	junk		||| %%%%

1	حضرت	N	SBJ	30	null	null	role_state	Arg0	Arg0	Arg0		2||| %%%%
2	نوح	N	MOZ	1	حضرت نوح§n-23928	نفر§n-13075	role		||| %%%%
3	(	PUNC	PUNC	4	null	null	junk		||| %%%%
4	ع	ARAB	POSDEP	2	null	null	no		||| %%%%
5	)	PUNC	PUNC	4	null	null	junk		||| %%%%
6	با	PREP	ADVRB	30	null	null	junk	ArgM_INS		||| %%%%
7	بياني	N	ADVRB	30	سخن§n-10144	خبر§n-12766	role_intent	ArgM_INS		2||| %%%%
8	روشن	ADJ	NPOSTMOD	7	گويا§a-268	مشخصه§n-12756	role_intent		2||| %%%%
9	و	CONJ	AJCONJ	8	null	null	junk		||| %%%%
10	روان	ADJ	AJCONJ	8	فصيح§a-1047	مشخصه§n-12756	role_intent		2||| %%%%
11	و	CONJ	NCONJ	7	null	null	junk		||| %%%%
12	گفتاري	N	NCONJ	7	سخن§n-10144	خبر§n-12766	role_intent		2||| %%%%
13	منطقي	ADJ	NPOSTMOD	12	منطقي§a-1106	مشخصه§n-12756	role_state		2||| %%%%
14	و	CONJ	AJCONJ	13	null	null	junk		||| %%%%
15	دلنشين	ADJ	AJCONJ	13	دلپذير§a-688	مشخصه§n-12756	role_state		2||| %%%%
16	،	PUNC	PUNC	15	null	null	junk		||| %%%%
17	و	CONJ	NCONJ	12	null	null	junk		||| %%%%
18	سخناني	N	NCONJ	12	سخن§n-10144	خبر§n-12766	role_intent		2||| %%%%
19	مهرانگيز	ADJ	NPOSTMOD	18	null	null	role_state		2||| %%%%
20	و	CONJ	AJCONJ	19	null	null	junk		||| %%%%
21	شيوا	ADJ	AJCONJ	19	شيوا§a-18137	مشخصه§n-12756	role_state		2||| %%%%
22	،	PUNC	PUNC	21	null	null	junk		||| %%%%
23	قوم	N	OBJ	30	قوم§n-13461	گروه§n-12753	role	Arg1	Arg1	Arg1		||| %%%%
24	خود	PR	MOZ	23	حضرت نوح§n-23928	نفر§n-13075	role		2||| %%%%
25	را	POSTP	OBJ	30	null	null	junk	Arg1	Arg1	Arg1		||| %%%%
26	به‌سوي	PREP	NPP	29	null	null	no	Arg3		||| %%%%
27	خداي	N	POSDEP	26	باري تعالي§n-11940	خصوصيت_رواني§n-12725	no		||| %%%%
28	يکتا	ADJ	NPOSTMOD	27	بي نظير§a-1870	مشخصه§n-12756	no		||| %%%%
29	دعوت	N	NVE	30	دعوت§n-11510	خبر§n-12766	role_intent		2||| %%%%
30	مي‌کرد	V	VCONJ	36	خواندن§v-8493	رخداد§n-13136	role_action		2||| %%%%
31	و	CONJ	VCONJ	36	null	null	junk		||| %%%%
32	به	PREP	VPP	36	null	null	junk	Arg3		||| %%%%
33	دريافت	N	VPP	36	وصول§n-10429	رخداد§n-13136	no	Arg3		||| %%%%
34	پاداش	N	MOZ	33	عوض§n-12178	مشخصه§n-12756	no		23||| %%%%
35	الهي	ADJ	NPOSTMOD	34	رباني§a-2083	مشخصه§n-12756	no		23||| %%%%
36	فرا‌مي‌خواند	V	VCONJ	43	طلبيدن§v-8798	رخداد§n-13136	role_action		2||| %%%%
37	و	CONJ	VCONJ	43	null	null	junk		||| %%%%
38	از	PREP	VPP	43	null	null	junk	Arg3		||| %%%%
39	عذاب	N	VPP	43	نکبت§n-11559	رخداد§n-13136	no	Arg3		||| %%%%
40	الهي	ADJ	NPOSTMOD	39	رباني§a-2083	مشخصه§n-12756	no		||| %%%%
41	بر	PREP	VPRT	43	null	null	junk		||| %%%%
42	حذر	N	POSDEP	41	پرهيز§n-10701	مشخصه§n-12756	role_intent		2||| %%%%
43	مي‌داشت	V	ROOT	0	null	null	role_action		2||| %%%%
44	.	PUNC	PUNC	43	null	null	junk		||| %%%%

1	و	CONJ	VCONJ	8	null	null	junk	ArgM_DIS		||| %%%%
2	همچون	PREP	ADVRB	8	null	null	junk	ArgM_MNR		||| %%%%
3	طبيبي	N	POSDEP	2	طبيب§n-13355	نفر§n-13075	role		||| %%%%
4	دل‌سوز	ADJ	NPOSTMOD	3	null	null	role_state		3||| %%%%
5	به	PREP	VPP	8	null	null	junk	Arg4		||| %%%%
6	بالين	N	VPP	8	بالين§n-10323	شيء§n-12703	location	Arg4		loc||| %%%%
7	آن‌ها	PR	MOZ	6	قوم§n-13461	گروه§n-12753	role		23-||| %%%%
8	رفت	V	PREDEP	10	پوییدن§v-7700	رخداد§n-13136	role_action		3||| %%%%
9	،	PUNC	PUNC	8	null	null	junk		||| %%%%
10	و	CONJ	VCONJ	20	null	null	junk		||| %%%%
11	پستي	N	OBJ	20	لئامت§n-24430	رخداد§n-13136	no	Arg1		||| %%%%
12	و	CONJ	NCONJ	11	null	null	junk		||| %%%%
13	آثار	N	NCONJ	11	اثرگذاري§n-10445	رخداد§n-13136	no		||| %%%%
14	زشت	ADJ	NPOSTMOD	13	نامرغوب§a-132	مشخصه§n-12756	no		||| %%%%
15	بت‌پرستي	N	MOZ	13	بت‌پرستي§n-20270	رخداد§n-13136	role_state		18||| %%%%
16	را	POSTP	OBJ	20	null	null	junk	Arg1		||| %%%%
17	براي	PREP	ADVRB	20	null	null	junk	Arg3		||| %%%%
18	آن‌ها	PR	POSDEP	17	قوم§n-13461	گروه§n-12753	role		23-||| %%%%
19	شرح	N	NVE	20	توضيح§n-11475	خبر§n-12766	role_intent		3||| %%%%
20	داد	V	PREDEP	21	null	null	role_action		3||| %%%%
21	و	CONJ	VCONJ	30	null	null	junk		||| %%%%
22	خطر	N	OBJ	30	بحران§n-11606	رخداد§n-13136	no	Arg1		||| %%%%
23	سخت	ADJ	NPOSTMOD	22	ديرفهم§a-1100	مشخصه§n-12756	no		||| %%%%
24	اين	ADJ	NPREMOD	25	null	null	junk		||| %%%%
25	بيماري	N	MOZ	22	بيماري§n-12437	مشخصه§n-12756	role_state		28||| %%%%
26	را	POSTP	OBJ	30	null	null	junk	Arg1		||| %%%%
27	به	PREP	NPP	29	null	null	junk	Arg3		||| %%%%
28	آن‌ها	PR	NPP	29	قوم§n-13461	گروه§n-12753	role	Arg3		23-||| %%%%
29	گوشزد	N	NVE	30	گوشزد§n-15792	خصوصيت_رواني§n-12725	role_intent		3||| %%%%
30	کرد	V	ROOT	0	null	null	role_action		3||| %%%%
31	،	PUNC	PUNC	30	null	null	junk		||| %%%%
roles= [
	[2	نوح	N	MOZ	1	حضرت نوح§n-23928	نفر§n-13075	role		||| %%%%]
			[2	نوح	N	MOZ	1	حضرت نوح§n-23928	نفر§n-13075	role		||| %%%%]
	[11	ش	PR	MOZ	9	حضرت نوح§n-23928	نفر§n-13075	role		2||| %%%%]
			[3	ش	PR	MOZ	2	حضرت نوح§n-23928	نفر§n-13075	role		---2||| %%%%]
	[22	ايشان	PR	MOZ	21	حضرت نوح§n-23928	نفر§n-13075	role		2||| %%%%]
	[1	او	PR	SBJ	5	حضرت نوح§n-23928	نفر§n-13075	role	Arg1	Arg1		-2||| %%%%]
			[5	او	PR	MOZ	2	حضرت نوح§n-23928	نفر§n-13075	role		--2||| %%%%]
	[3	پيامبر	N	MOS	5	رسول§n-15053	نفر§n-13075	role	Arg2	Arg1		||| %%%%]
			[16	پيامبر	N	MOS	19	رسول§n-15053	نفر§n-13075	role	Arg2		||| %%%%]
	[18	ادريس	N	POSDEP	17	null	null	role		||| %%%%]
	[1	مردم	N	SBJ	13	عوام§n-13222	گروه§n-12753	role	Arg1		||| %%%%]
	[1	آن‌ها	PR	SBJ	8	مردم§n-13215	گروه§n-12753	role	Arg1	Arg1		-1||| %%%%]
	[6	خود	PR	MOZ	4	عوام§n-13222	گروه§n-12753	role		-1||| %%%%]
			[17	خود	PR	MOZ	15	عوام§n-13222	گروه§n-12753	role		-1||| %%%%]
	[23	قوم	N	OBJ	30	قوم§n-13461	گروه§n-12753	role	Arg1	Arg1	Arg1		||| %%%%]
	[24	خود	PR	MOZ	23	حضرت نوح§n-23928	نفر§n-13075	role		2||| %%%%]
	[3	طبيبي	N	POSDEP	2	طبيب§n-13355	نفر§n-13075	role		||| %%%%]
	[7	آن‌ها	PR	MOZ	6	قوم§n-13461	گروه§n-12753	role		23-||| %%%%]
			[18	آن‌ها	PR	POSDEP	17	قوم§n-13461	گروه§n-12753	role		23-||| %%%%]
			[28	آن‌ها	PR	NPP	29	قوم§n-13461	گروه§n-12753	role	Arg3		23-||| %%%%]]
DynamicObjects= []
StaticObjects= [
	[10	کتاب	N	NCONJ	8	کتاب§n-12758	شيء§n-12703	static_object		||| %%%%]]
location= []
alternativeLocations= [
	[1	مرکز	N	SBJ	12	مرکز§n-14249	جا§n-12733	location	Arg1		||| %%%%]
	[7	شامات	N	MOS	12	null	null	location	Arg2		loc||| %%%%]
	[9	فلسطين	N	NCONJ	7	null	null	location		||| %%%%]
	[11	عراق	N	NCONJ	9	عراق§n-13668	جا§n-12733	location		||| %%%%]
	[6	بالين	N	VPP	8	بالين§n-10323	شيء§n-12703	location	Arg4		loc||| %%%%]]
time= []
alternativeTimes= [
	[2	عصر	N	MOZ	1	دوره§n-12681	دوره_زماني§n-12603	time		||| %%%%]]
scene_goals= []
scene_emotions= []
role_actions= [
	[30	مي‌کرد	V	VCONJ	36	خواندن§v-8493	رخداد§n-13136	role_action		2||| %%%%]
	[36	فرا‌مي‌خواند	V	VCONJ	43	طلبيدن§v-8798	رخداد§n-13136	role_action		2||| %%%%]
	[43	مي‌داشت	V	ROOT	0	null	null	role_action		2||| %%%%]
	[8	رفت	V	PREDEP	10	پوییدن§v-7700	رخداد§n-13136	role_action		3||| %%%%]
	[20	داد	V	PREDEP	21	null	null	role_action		3||| %%%%]
	[30	کرد	V	ROOT	0	null	null	role_action		3||| %%%%]]
role_states= [
	[1	حضرت	N	SBJ	7	null	null	role_state	Arg1		2||| %%%%]
	[3	يکي‌از	ADJ	NPREMOD	4	null	null	role_state		||| %%%%]
	[4	پيامبران	N	MOS	7	رسول§n-15053	نفر§n-13075	role_state	Arg2		2||| %%%%]
	[5	عظيم‌الشان	ADJ	NPOSTMOD	4	null	null	role_state		2||| %%%%]
	[6	الهي	ADJ	NPOSTMOD	4	رباني§a-2083	مشخصه§n-12756	role_state		2||| %%%%]
	[2	اولين	ADJ	NPREMOD	3	نخستين§a-1367	مشخصه§n-12756	role_state		3||| %%%%]
	[4	اولوالعزم	ADJ	NPOSTMOD	3	null	null	role_state		3||| %%%%]
	[15	اولين	ADJ	NPREMOD	16	نخستين§a-1367	مشخصه§n-12756	role_state		16||| %%%%]
	[4	غرق	ADJ	MOS	13	غرق§n-16157	مشخصه§n-12756	role_state	Arg2		1||| %%%%]
	[6	بت‌پرستي	N	AJPP	4	بت‌پرستي§n-20270	رخداد§n-13136	role_state		1||| %%%%]
	[8	خرافات	N	NCONJ	6	null	null	role_state		1||| %%%%]
	[10	فساد	N	NCONJ	8	رذالت§n-12518	رخداد§n-13136	role_state		1||| %%%%]
	[12	بيهوده‌گرايي	N	NCONJ	10	null	null	role_state		1||| %%%%]
	[5	آلوده	ADJ	NPOSTMOD	4	لجن‌آلود§a-249	مشخصه§n-12756	role_state		1||| %%%%]
	[7	ايستادگي	N	NVE	8	پايداري§n-10732	رخداد§n-13136	role_state		1||| %%%%]
	[16	سخيف	ADJ	NPOSTMOD	15	زننده§a-31	مشخصه§n-12756	role_state		17||| %%%%]
	[1	حضرت	N	SBJ	30	null	null	role_state	Arg0	Arg0	Arg0		2||| %%%%]
	[13	منطقي	ADJ	NPOSTMOD	12	منطقي§a-1106	مشخصه§n-12756	role_state		2||| %%%%]
	[15	دلنشين	ADJ	AJCONJ	13	دلپذير§a-688	مشخصه§n-12756	role_state		2||| %%%%]
	[19	مهرانگيز	ADJ	NPOSTMOD	18	null	null	role_state		2||| %%%%]
	[21	شيوا	ADJ	AJCONJ	19	شيوا§a-18137	مشخصه§n-12756	role_state		2||| %%%%]
	[4	دل‌سوز	ADJ	NPOSTMOD	3	null	null	role_state		3||| %%%%]
	[15	بت‌پرستي	N	MOZ	13	بت‌پرستي§n-20270	رخداد§n-13136	role_state		18||| %%%%]
	[25	بيماري	N	MOZ	22	بيماري§n-12437	مشخصه§n-12756	role_state		28||| %%%%]]
role_intents= [
	[8	شريعت	N	NEZ	7	شرع§n-19255	خصوصيت_رواني§n-12725	role_intent		1||| %%%%]
	[2	بعثت	N	MOZ	1	بعثت§n-19725	رخداد§n-13136	role_intent		5||| %%%%]
	[4	دعوت	N	NCONJ	2	دعوت§n-11510	خبر§n-12766	role_intent		5||| %%%%]
	[4	عقيده	N	NPP	7	تصميم§n-11378	خصوصيت_رواني§n-12725	role_intent	Arg3		1||| %%%%]
	[15	عقيده	N	VPP	19	تصميم§n-11378	خصوصيت_رواني§n-12725	role_intent	Arg3		17||| %%%%]
	[7	بياني	N	ADVRB	30	سخن§n-10144	خبر§n-12766	role_intent	ArgM_INS		2||| %%%%]
	[8	روشن	ADJ	NPOSTMOD	7	گويا§a-268	مشخصه§n-12756	role_intent		2||| %%%%]
	[10	روان	ADJ	AJCONJ	8	فصيح§a-1047	مشخصه§n-12756	role_intent		2||| %%%%]
	[12	گفتاري	N	NCONJ	7	سخن§n-10144	خبر§n-12766	role_intent		2||| %%%%]
	[18	سخناني	N	NCONJ	12	سخن§n-10144	خبر§n-12766	role_intent		2||| %%%%]
	[29	دعوت	N	NVE	30	دعوت§n-11510	خبر§n-12766	role_intent		2||| %%%%]
	[42	حذر	N	POSDEP	41	پرهيز§n-10701	مشخصه§n-12756	role_intent		2||| %%%%]
	[19	شرح	N	NVE	20	توضيح§n-11475	خبر§n-12766	role_intent		3||| %%%%]
	[29	گوشزد	N	NVE	30	گوشزد§n-15792	خصوصيت_رواني§n-12725	role_intent		3||| %%%%]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= [
	[11	مستقل	ADJ	NPOSTMOD	8	بي نياز§a-1573	مشخصه§n-12756	static_object_state		10||| %%%%]]

newScene1*************************************

1	آن‌ها	PR	SBJ	6	قوم§n-13461	گروه§n-12753	role	Arg0	Arg0		*23--||| %%%%
2	دست	N	OBJ	6	دست§n-13537	رابطه§n-13628	no	Arg1		||| %%%%
3	فرزندان	N	MOZ	2	بچه§n-13350	نفر§n-13075	role	Arg1		||| %%%%
4	خود	PR	MOZ	3	قوم§n-13461	گروه§n-12753	role		*23--||| %%%%
5	را	POSTP	OBJ	6	null	null	junk	Arg1		||| %%%%
6	گرفته	V	PREDEP	7	null	null	junk		||| %%%%
7	و	CONJ	VCONJ	10	null	null	junk		||| %%%%
8	به‌نزد	PREP	VPP	10	null	null	location	Arg4		loc||| %%%%
9	نوح	N	POSDEP	8	حضرت نوح§n-23928	نفر§n-13075	role		||| %%%%
10	مي‌بردند	V	ROOT	0	بردن§v-7660	رخداد§n-13136	role_action		1||| %%%%

1	نوح	N	SBJ	21	حضرت نوح§n-23928	نفر§n-13075	role	Arg0		||| %%%%
2	(	PUNC	PUNC	3	null	null	junk		||| %%%%
3	ع	ARAB	POSDEP	1	null	null	no		||| %%%%
4	)	PUNC	PUNC	3	null	null	junk		||| %%%%
5	براي	PREP	ADVRB	21	null	null	junk	ArgM_PRP		||| %%%%
6	اين	PR	POSDEP	5	دعوت§n-11510	خبر§n-12766	role_intent		8||| %%%%
7	که	SUBR	NCL	6	null	null	junk		||| %%%%
8	دعوت	N	SBJ	14	دعوت§n-11510	خبر§n-12766	role_intent	Arg0		1||| %%%%
9	ش	PR	MOZ	8	حضرت نوح§n-23928	نفر§n-13075	role		1||| %%%%
10	در	PREP	NPP	13	null	null	junk	Arg3		||| %%%%
11	آن	ADJ	NPREMOD	12	null	null	junk		||| %%%%
12	سنگدلان	N	NPP	13	null	null	role	Arg3		||| %%%%
13	نفوذ	N	NVE	14	نفوذ§n-11254	مشخصه§n-12756	no		||| %%%%
14	کند	V	PRD	7	null	null	junk		||| %%%%
15	،	PUNC	PUNC	14	null	null	junk		||| %%%%
16	سه	NUM	NPREMOD	17	null	null	junk		||| %%%%
17	برنامه	N	OBJ	21	برنامه§n-11359	خصوصيت_رواني§n-12725	role_intent	Arg1		1||| %%%%
18	مختلف	ADJ	NPOSTMOD	17	null	null	junk		||| %%%%
19	را	POSTP	OBJ	21	null	null	junk	Arg1		||| %%%%
20	دنبال	N	NVE	21	null	null	no		||| %%%%
21	کرد	V	ROOT	0	null	null	junk		||| %%%%
22	.	PUNC	PUNC	21	null	null	junk		||| %%%%

1	گاه	ADV	ADVRB	9	موقع§n-12614	دوره_زماني§n-12603	time	ArgM_TMP		tim||| %%%%
2	آن‌ها	PR	OBJ	9	null	null	role	Arg1		12-||| %%%%
3	را	POSTP	OBJ	9	null	null	junk	Arg1		||| %%%%
4	به‌طور	PREP	ADVRB	9	null	null	no	ArgM_MNR		||| %%%%
5	مخفيانه	ADJ	POSDEP	4	يواشکي§r-15307	مشخصه§n-12756	role_state		-1||| %%%%
6	و	CONJ	AJCONJ	5	null	null	junk		||| %%%%
7	محرمانه	ADJ	AJCONJ	5	محرمانه§a-1523	مشخصه§n-12756	role_state		-1||| %%%%
8	دعوت	N	NVE	9	دعوت§n-11510	خبر§n-12766	role_intent		-1||| %%%%
9	مي‌کرد	V	VCONJ	17	خواندن§v-8493	رخداد§n-13136	role_action		-1||| %%%%
10	،	PUNC	PUNC	9	null	null	junk		||| %%%%
11	و	CONJ	VCONJ	17	null	null	junk		||| %%%%
12	گاه	ADV	ADVRB	17	موقع§n-12614	دوره_زماني§n-12603	time	ArgM_TMP		tim||| %%%%
13	دعوت	N	OBJ	17	دعوت§n-11510	خبر§n-12766	role_intent	Arg1		-1||| %%%%
14	علني	ADJ	NPOSTMOD	13	گويا§a-268	مشخصه§n-12756	role_state		-1||| %%%%
15	و	CONJ	AJCONJ	14	null	null	junk		||| %%%%
16	آشکار	ADJ	AJCONJ	14	گويا§a-268	مشخصه§n-12756	role_state		-1||| %%%%
17	داشت	V	PREDEP	19	null	null	junk		||| %%%%
18	،	PUNC	PUNC	17	null	null	junk		||| %%%%
19	و	CONJ	VCONJ	30	null	null	junk		||| %%%%
20	مواقعي	N	ADVRB	30	موقع§n-12614	دوره_زماني§n-12603	time	ArgM_TMP		tim||| %%%%
21	نيز	ADV	ADVRB	30	null	null	junk	ArgM_ADV		||| %%%%
22	از	PREP	NPP	29	null	null	junk	Arg3		||| %%%%
23	روش	PR	NPP	29	نحوه§n-13373	رخداد§n-13136	no	Arg3		||| %%%%
24	آميختن	N	MOZ	23	آميختن§v-8662	رخداد§n-13136	no		||| %%%%
25	دعوت	N	MOZ	24	دعوت§n-11510	خبر§n-12766	role_intent		-1||| %%%%
26	آشکار	ADJ	NPOSTMOD	25	گويا§a-268	مشخصه§n-12756	role_state		-1||| %%%%
27	و	CONJ	AJCONJ	26	null	null	junk		||| %%%%
28	نهان	ADJ	AJCONJ	26	null	null	role_state		-1||| %%%%
29	استفاده	N	NVE	30	null	null	junk		||| %%%%
30	مي‌کرد	V	ROOT	0	استفاده کردن§v-20683	رخداد§n-13136	no		||| %%%%
31	.	PUNC	PUNC	30	null	null	junk		||| %%%%
roles= [
	[1	آن‌ها	PR	SBJ	6	قوم§n-13461	گروه§n-12753	role	Arg0	Arg0		*23--||| %%%%]
	[3	فرزندان	N	MOZ	2	بچه§n-13350	نفر§n-13075	role	Arg1		||| %%%%]
	[4	خود	PR	MOZ	3	قوم§n-13461	گروه§n-12753	role		*23--||| %%%%]
	[9	نوح	N	POSDEP	8	حضرت نوح§n-23928	نفر§n-13075	role		||| %%%%]
			[1	نوح	N	SBJ	21	حضرت نوح§n-23928	نفر§n-13075	role	Arg0		||| %%%%]
	[9	ش	PR	MOZ	8	حضرت نوح§n-23928	نفر§n-13075	role		1||| %%%%]
	[12	سنگدلان	N	NPP	13	null	null	role	Arg3		||| %%%%]
	[2	آن‌ها	PR	OBJ	9	null	null	role	Arg1		12-||| %%%%]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[8	به‌نزد	PREP	VPP	10	null	null	location	Arg4		loc||| %%%%]]
time= []
alternativeTimes= [
	[1	گاه	ADV	ADVRB	9	موقع§n-12614	دوره_زماني§n-12603	time	ArgM_TMP		tim||| %%%%]
			[12	گاه	ADV	ADVRB	17	موقع§n-12614	دوره_زماني§n-12603	time	ArgM_TMP		tim||| %%%%]
	[20	مواقعي	N	ADVRB	30	موقع§n-12614	دوره_زماني§n-12603	time	ArgM_TMP		tim||| %%%%]]
scene_goals= []
scene_emotions= []
